	date_and_time	time	left_eye_EAR	right_eye_EAR	AVERAGE_EAR	LAR	ANGLE
22	2018-03-25 19:43:33 547000	19:43	0.3126692197175142	0.32152400656298624	0.3170966131402502	0.3483319280627116	-5.50547785797832
23	2018-03-25 19:43:33 892000	19:43	0.3126692197175142	0.33205723713484164	0.32236322842617793	0.35840280763544374	-5.50547785797832
24	2018-03-25 19:43:34 239000	19:43	0.3289711768839086	0.3388097360153981	0.3338904564496533	0.3482510623304631	-5.50547785797832
25	2018-03-25 19:43:34 594000	19:43	0.25085032169761956	0.25	0.2504251608488098	0.34859517413304664	-4.939215542126192
26	2018-03-25 19:43:34 939000	19:43	0.3067072758304637	0.3067164767049242	0.3067118762676939	0.34391988982445676	-5.50547785797832
27	2018-03-25 19:43:35 303000	19:43	0.3388097360153981	0.3289711768839086	0.3338904564496533	0.3484713676603709	-4.820766078092646
28	2018-03-25 19:43:35 658000	19:43	0.3126692197175142	0.33873707089402166	0.32570314530576794	0.3527919483738517	-5.572197803963803
29	2018-03-25 19:43:36 008000	19:43	0.3139053764526082	0.3126875042508377	0.31329644035172294	0.35853538049562034	-5.440332031005511
30	2018-03-25 19:43:36 359000	19:43	0.32748600231469777	0.3126875042508377	0.3200867532827677	0.3588372528714693	-4.820766078092646
31	2018-03-25 19:43:36 705000	19:43	0.2759474785380833	0.27380770691025713	0.2748775927241702	0.3437127358399501	-3.5763343749973444
32	2018-03-25 19:43:37 064000	19:43	0.33873707089402166	0.30581582049033396	0.32227644569217784	0.3584102566566945	-4.13467137373641
33	2018-03-25 19:43:37 407000	19:43	0.31312645011491014	0.32826379125630933	0.32069512068560974	0.3590782508895352	-4.820766078092646
34	2018-03-25 19:43:37 750000	19:43	0.33873707089402166	0.33800695948931647	0.33837201519166904	0.34885282516212746	-4.13467137373641
35	2018-03-25 19:43:38 095000	19:43	0.33800695948931647	0.2970746481787191	0.3175408038340178	0.3588227507442477	-4.13467137373641
36	2018-03-25 19:43:38 446000	19:43	0.3392648360609448	0.3119115999471826	0.3255882180040637	0.3488035096285994	-4.085616779974885
37	2018-03-25 19:43:38 796000	19:43	0.265625	0.22727879038781906	0.24645189519390953	0.3537816542485327	-4.289153328819026
38	2018-03-25 19:43:39 166000	19:43	0.32874382630377075	0.3442906962246562	0.33651726126421344	0.3644382644915054	-3.44738685186519
39	2018-03-25 19:43:39 558000	19:43	0.35538548306642387	0.33853358711505954	0.34695953509074173	0.36416001509960616	-3.44738685186519
40	2018-03-25 19:43:39 970000	19:43	0.35465423412053854	0.3219113899898252	0.33828281205518185	0.3537773078015503	-3.489324905796394
41	2018-03-25 19:43:40 351000	19:43	0.3548387096774194	0.32796489996607275	0.3414018048217461	0.3691509987527727	-3.489324905796394
42	2018-03-25 19:43:40 722000	19:43	0.33853358711505954	0.3227141665159068	0.33062387681548316	0.35914035735653616	-2.7591076586202803
43	2018-03-25 19:43:41 083000	19:43	0.24193548387096775	0.21696392113887447	0.2294497025049211	0.3537773078015503	-2.862405226111747
44	2018-03-25 19:43:41 467000	19:43	0.34358227615493336	0.32796489996607275	0.33577358806050306	0.36924953500412244	-2.7591076586202803
45	2018-03-25 19:43:41 849000	19:43	0.35538548306642387	0.33853358711505954	0.34695953509074173	0.35863819076758774	-2.0700306530411012
46	2018-03-25 19:43:42 215000	19:43	0.32796489996607275	0.3286733200357956	0.32831911000093417	0.3594535104022952	-2.7927023657132963
47	2018-03-25 19:43:42 588000	19:43	0.35538548306642387	0.3392648360609448	0.34732515956368437	0.353571112202621	-2.7927023657132963
48	2018-03-25 19:43:42 977000	19:43	0.35465423412053854	0.3224129401095805	0.33853358711505954	0.3486515285037213	-2.7591076586202803
49	2018-03-25 19:43:43 334000	19:43	0.32796489996607275	0.3224129401095805	0.3251889200378266	0.3590268073250766	-2.0952525646238485
50	2018-03-25 19:43:43 686000	19:43	0.23438761767212105	0.2104141579809196	0.22240088782652034	0.3641544056728112	-2.898576799281699
51	2018-03-25 19:43:44 036000	19:43	0.3442906962246562	0.3181818181818182	0.3312362572032372	0.3487752588661082	-2.0700306530411012
52	2018-03-25 19:43:44 394000	19:43	0.36646313255902324	0.35465423412053854	0.3605586833397809	0.348676687645957	-2.0952525646238485
53	2018-03-25 19:43:44 750000	19:43	0.31312645011491014	0.296875	0.30500072505745507	0.34339492938206073	-2.0952525646238485
54	2018-03-25 19:43:45 097000	19:43	0.3393376143973284	0.328125	0.3337313071986642	0.3489157436787739	-1.414423211402152
55	2018-03-25 19:43:45 457000	19:43	0.3333333333333333	0.31234752377721214	0.32284042855527273	0.36936562866892536	-2.0700306530411012
56	2018-03-25 19:43:45 815000	19:43	0.20782983364410906	0.193714622498081	0.20077222807109502	0.3646389477017456	-3.0127875041833363
57	2018-03-25 19:43:46 173000	19:43	0.2740509990931434	0.25893398727134126	0.26649249318224233	0.36423742354072025	-1.3971810272963694
58	2018-03-25 19:43:46 518000	19:43	0.36666666666666664	0.328125	0.34739583333333335	0.3704254209793578	-1.3971810272963694
59	2018-03-25 19:43:46 879000	19:43	0.3289043065800139	0.328125	0.32851465329000695	0.36999220926357396	-1.3971810272963694
60	2018-03-25 19:43:47 240000	19:43	0.35557033898689133	0.34375	0.3496601694934457	0.3744505202679169	-1.3971810272963694
61	2018-03-25 19:43:47 592000	19:43	0.3548387096774194	0.328125	0.3414818548387097	0.37459241668182475	-1.3971810272963694
62	2018-03-25 19:43:47 939000	19:43	0.32338509066324017	0.3224129401095805	0.3228990153864103	0.36923076923076925	-1.3971810272963694
63	2018-03-25 19:43:48 283000	19:43	0.25893398727134126	0.2579303520876644	0.25843216967950283	0.36423742354072025	-0.6986943829834615
64	2018-03-25 19:43:48 630000	19:43	0.1995570315713218	0.193977062069642	0.1967670468204819	0.35403770069513474	-1.4878675288277634
65	2018-03-25 19:43:48 985000	19:43	0.3393376143973284	0.3387096774193548	0.3390236459083416	0.3536324427399766	-0.6986943829834615
66	2018-03-25 19:43:49 332000	19:43	0.32338509066324017	0.3132793065800139	0.31833219862162704	0.36405948268916094	-0.6902771978650719
67	2018-03-25 19:43:49 687000	19:43	0.36666666666666664	0.33853358711505954	0.35260012689086306	0.3646389477017456	-0.6986943829834615
68	2018-03-25 19:43:50 032000	19:43	0.32338509066324017	0.3132793065800139	0.31833219862162704	0.3641025641025641	-1.3971810272963694
69	2018-03-25 19:43:50 377000	19:43	0.3392648360609448	0.32796489996607275	0.3336148680135088	0.3540459081157626	-0.6986943829834615
70	2018-03-25 19:43:50 722000	19:43	0.3225806451612903	0.328125	0.32535282258064513	0.35393912947498346	-0.7073193685442334
71	2018-03-25 19:43:51 080000	19:43	0.26755569501872406	0.2353705355857314	0.25146311530222776	0.34359716860106015	-0.7440592028887067
72	2018-03-25 19:43:51 428000	19:43	0.36721872985240994	0.3125	0.33985936492620494	0.35967664658822307	-0.6986943829834615
73	2018-03-25 19:43:51 777000	19:43	0.34445876589355096	0.3607336811871806	0.3525962235403658	0.35384615384615387	-1.414423211402152
74	2018-03-25 19:43:52 127000	19:43	0.33314830232638476	0.3125	0.3228241511631924	0.35890702546052394	-0.7073193685442334
75	2018-03-25 19:43:52 471000	19:43	0.36666666666666664	0.328125	0.34739583333333335	0.3645833333333333	-0.6986943829834615
76	2018-03-25 19:43:52 829000	19:43	0.3224129401095805	0.3062922931041015	0.314352616606841	0.3535918583084733	-0.6986943829834615
77	2018-03-25 19:43:53 173000	19:43	0.296875	0.28735153690897913	0.2921132684544896	0.3634556398795066	-2.0952525646238485
78	2018-03-25 19:43:53 519000	19:43	0.2660760420950957	0.23256512735476587	0.2493205847249308	0.36998759657159547	-1.4688007143858215
79	2018-03-25 19:43:53 873000	19:43	0.3062922931041015	0.289340831321046	0.29781656221257374	0.3484848484848485	-1.3971810272963694
80	2018-03-25 19:43:54 225000	19:43	0.30709632038637036	0.2885020475895156	0.297799183987943	0.3438388752628132	-1.3971810272963694
81	2018-03-25 19:43:54 577000	19:43	0.30709632038637036	0.27222777180850655	0.28966204609743845	0.34334480403217554	-1.3971810272963694
82	2018-03-25 19:43:54 924000	19:43	0.3164908872100655	0.28810584408705164	0.3022983656485586	0.37383446294199685	-0.7073193685442334
83	2018-03-25 19:43:55 290000	19:43	0.3062922931041015	0.2815659951971824	0.293929144150642	0.36419749831903897	-1.3971810272963694
84	2018-03-25 19:43:55 647000	19:43	0.32338509066324017	0.3180358297280759	0.3207104601956581	0.37378796706385514	-1.3971810272963694
85	2018-03-25 19:43:56 002000	19:43	0.3341645936853482	0.3395141229213047	0.33683935830332645	0.3796773082808163	-0.7073193685442334
86	2018-03-25 19:43:56 346000	19:43	0.22683471718524148	0.21926450482675733	0.2230496110059994	0.36372985945561914	-1.4320961841646351
87	2018-03-25 19:43:56 704000	19:43	0.3394413067288268	0.32961307247356486	0.3345271896011958	0.35854470567832813	0.0
88	2018-03-25 19:43:57 055000	19:43	0.3387096774193548	0.32874382630377075	0.33372675186156275	0.3641619936681127	0.0
89	2018-03-25 19:43:57 405000	19:43	0.3225806451612903	0.30303030303030304	0.3128054740957967	0.3486835175310163	-0.6986943829834615
90	2018-03-25 19:43:57 750000	19:43	0.3232169673918494	0.28735153690897913	0.30528425215041427	0.3732264287174756	-1.414423211402152
91	2018-03-25 19:43:58 095000	19:43	0.3225806451612903	0.2970746481787191	0.30982764667000473	0.3642011469872583	-1.3971810272963694
92	2018-03-25 19:43:58 441000	19:43	0.30092308563562364	0.2811127713994909	0.29101792851755726	0.34339492938206073	-0.6986943829834615
93	2018-03-25 19:43:58 797000	19:43	0.25853118590648133	0.22112155753357293	0.23982637172002713	0.368302636778597	0.0
94	2018-03-25 19:43:59 143000	19:43	0.24986122674478858	0.21875	0.2343056133723943	0.3739107998064761	0.0
95	2018-03-25 19:43:59 500000	19:43	0.3387096774193548	0.3181818181818182	0.3284457478005865	0.3744427893245917	-1.3971810272963694
96	2018-03-25 19:43:59 847000	19:43	0.3387096774193548	0.3180358297280759	0.32837275357371537	0.353494780246239	-1.3971810272963694
97	2018-03-25 19:44:00 207000	19:44	0.3387096774193548	0.3333333333333333	0.33602150537634407	0.3482587064676617	-1.3971810272963694
98	2018-03-25 19:44:00 563000	19:44	0.32338509066324017	0.3028912664076913	0.31313817853546577	0.34328358208955223	-1.3971810272963694
99	2018-03-25 19:44:00 906000	19:44	0.3548387096774194	0.31872280252514545	0.33678075610128244	0.3433834284413741	-0.7073193685442334
100	2018-03-25 19:44:01 254000	19:44	0.3125	0.3180358297280759	0.31526791486403793	0.36340372658051867	-1.414423211402152
101	2018-03-25 19:44:01 609000	19:44	0.25907870938321903	0.22703830459324992	0.24305850698823447	0.38387585059090606	-0.7440592028887067
102	2018-03-25 19:44:01 960000	19:44	0.24143354249236892	0.21280752429947425	0.2271205333959216	0.35404725984055885	-0.7345210342548114
103	2018-03-25 19:44:02 310000	19:44	0.33853358711505954	0.3331803930484605	0.33585699008176	0.3642892491541031	-0.6986943829834615
104	2018-03-25 19:44:02 662000	19:44	0.3387096774193548	0.33402062147253425	0.33636514944594453	0.36830238421800016	-1.3971810272963694
105	2018-03-25 19:44:03 016000	19:44	0.33853358711505954	0.3180358297280759	0.32828470842156776	0.33819872616315155	-0.6986943829834615
106	2018-03-25 19:44:03 357000	19:44	0.3395141229213047	0.3196247975501235	0.3295694602357141	0.35863819076758774	-0.6986943829834615
107	2018-03-25 19:44:03 702000	19:44	0.3232169673918494	0.3028912664076913	0.31305411689977036	0.35854470567832813	0.0
108	2018-03-25 19:44:04 051000	19:44	0.26814670400222457	0.24180970508218538	0.254978204542205	0.3596196877074756	0.0
109	2018-03-25 19:44:04 405000	19:44	0.2749438433544064	0.23542588877808052	0.25518486606624347	0.36327289279723285	-0.6986943829834615
110	2018-03-25 19:44:04 752000	19:44	0.35083126035201484	0.3286733200357956	0.3397522901939052	0.34854193287638413	0.0
111	2018-03-25 19:44:05 095000	19:44	0.33314830232638476	0.3064516129032258	0.3197999576148053	0.36433994665043107	-1.3971810272963694
112	2018-03-25 19:44:05 440000	19:44	0.35557033898689133	0.33853358711505954	0.3470519630509754	0.36994705246725484	-2.121096396661443
113	2018-03-25 19:44:05 801000	19:44	0.33480990017677464	0.33314830232638476	0.3339791012515797	0.35868746244081523	-3.532294583890888
114	2018-03-25 19:44:06 158000	19:44	0.33314830232638476	0.33314830232638476	0.33314830232638476	0.35423842859933236	-2.8271245781612606
115	2018-03-25 19:44:06 501000	19:44	0.36721872985240994	0.3227141665159068	0.34496644818415834	0.37445431887553665	-2.862405226111747
116	2018-03-25 19:44:06 844000	19:44	0.3440104580768907	0.3067072758304637	0.3253588669536772	0.35417781891249384	-3.532294583890888
117	2018-03-25 19:44:07 190000	19:44	0.24936467495768377	0.22208648273764092	0.23572557884766235	0.3541234413456213	-3.0940580589171134
118	2018-03-25 19:44:07 552000	19:44	0.26755569501872406	0.24207898934092967	0.2548173421798269	0.35914035735653616	-2.2906100426385194
119	2018-03-25 19:44:07 906000	19:44	0.25953984064585567	0.2345325149100973	0.24703617777797648	0.37053118546798264	-2.353296866108309
120	2018-03-25 19:44:08 252000	19:44	0.27586206896551724	0.25886349545339626	0.26736278220945675	0.3645055187964909	-2.2906100426385194
121	2018-03-25 19:44:08 613000	19:44	0.25	0.24243561640699005	0.24621780820349504	0.348676687645957	-1.5481576989779455
122	2018-03-25 19:44:08 973000	19:44	0.2767709785657451	0.2508982799024048	0.26383462923407497	0.36514355001282595	-1.5275254422129194
123	2018-03-25 19:44:09 331000	19:44	0.2941768577292853	0.2660760420950957	0.2801264499121905	0.38152197912967023	-2.2906100426385194
124	2018-03-25 19:44:09 693000	19:44	0.28664328126081573	0.2767709785657451	0.2817071299132804	0.35933113901246866	-2.353296866108309
125	2018-03-25 19:44:10 052000	19:44	0.26912621092616923	0.24123593087845216	0.2551810709023107	0.36532021826960753	-1.5481576989779455
126	2018-03-25 19:44:10 407000	19:44	0.2584670687983416	0.22762572680299273	0.24304639780066717	0.3539938602808404	-2.231174608031239
127	2018-03-25 19:44:10 751000	19:44	0.36666666666666664	0.3387096774193548	0.35268817204301073	0.35426678990893423	-1.414423211402152
128	2018-03-25 19:44:11 099000	19:44	0.34568751070898085	0.30709632038637036	0.3263919155476756	0.3597430435390726	-1.414423211402152
129	2018-03-25 19:44:11 457000	19:44	0.3341645936853482	0.2975090739260495	0.3158368338056988	0.3698880842302739	-2.121096396661443
130	2018-03-25 19:44:11 811000	19:44	0.30075604533097594	0.2970746481787191	0.29891534675484754	0.3598447432282086	-1.4320961841646351
131	2018-03-25 19:44:12 161000	19:44	0.29310344827586204	0.2915031616711022	0.2923033049734821	0.3600369314277001	-1.4320961841646351
132	2018-03-25 19:44:12 520000	19:44	0.3	0.2815659951971824	0.29078299759859116	0.36984294014220326	-2.121096396661443
133	2018-03-25 19:44:12 873000	19:44	0.28317605697742704	0.29017164609862245	0.2866738515380247	0.3597430435390726	-1.4320961841646351
134	2018-03-25 19:44:13 223000	19:44	0.26666666666666666	0.22762572680299273	0.24714619673482968	0.3543680991894601	-2.2605019111412616
135	2018-03-25 19:44:13 578000	19:44	0.25800784355766804	0.22762572680299273	0.2428167851803304	0.3647430600267972	-1.5074357587749603
136	2018-03-25 19:44:13 927000	19:44	0.25953984064585567	0.2429553641907205	0.2512476024182881	0.3541234413456213	-1.5275254422129194
137	2018-03-25 19:44:14 284000	19:44	0.2498407135868874	0.20093335197729212	0.22538703278208977	0.37102283810345876	-2.2906100426385194
138	2018-03-25 19:44:14 642000	19:44	0.24986122674478858	0.25085032169761956	0.2503557742212041	0.36489553859989604	-1.4878675288277634
139	2018-03-25 19:44:14 988000	19:44	0.29310344827586204	0.24281334026586224	0.26795839427086215	0.35970885874609193	-1.5275254422129194
140	2018-03-25 19:44:15 342000	19:44	0.27586206896551724	0.26755569501872406	0.2717088819921206	0.38035844649832756	-2.9737310824801
141	2018-03-25 19:44:15 694000	19:44	0.26651864186110785	0.26651864186110785	0.26651864186110785	0.3600369314277001	-1.4878675288277634
142	2018-03-25 19:44:16 052000	19:44	0.2998334720937463	0.2815659951971824	0.2906997336454643	0.35910921841251514	-1.4502162909334402
143	2018-03-25 19:44:16 407000	19:44	0.2584670687983416	0.2279803762937766	0.2432237225460591	0.3764854709163465	-1.5074357587749603
144	2018-03-25 19:44:16 754000	19:44	0.3395141229213047	0.3125	0.32600706146065234	0.3539486769558646	-1.3971810272963694
145	2018-03-25 19:44:17 115000	19:44	0.32338509066324017	0.2885020475895156	0.3059435691263779	0.3693805752406971	-1.4320961841646351
146	2018-03-25 19:44:17 470000	19:44	0.3064516129032258	0.3126692197175142	0.30956041631037	0.3642011469872583	-1.4320961841646351
147	2018-03-25 19:44:17 815000	19:44	0.3339791012515797	0.3126692197175142	0.32332416048454693	0.3643323577571951	-1.4320961841646351
148	2018-03-25 19:44:18 162000	19:44	0.3	0.2811127713994909	0.29055638569974546	0.3489588719991555	-0.7073193685442334
149	2018-03-25 19:44:18 517000	19:44	0.3392648360609448	0.3224129401095805	0.33083888808526263	0.3597430435390726	-1.4320961841646351
150	2018-03-25 19:44:18 865000	19:44	0.24281334026586224	0.20334378882242432	0.22307856454414327	0.35830105558314723	-0.7161599454703946
151	2018-03-25 19:44:19 220000	19:44	0.3175897523022903	0.3387096774193548	0.32814971486082256	0.35403770069513474	-1.4320961841646351
152	2018-03-25 19:44:19 570000	19:44	0.3225806451612903	0.3395141229213047	0.3310473840412975	0.3595630876864284	-0.7073193685442334
153	2018-03-25 19:44:19 921000	19:44	0.33314830232638476	0.3062922931041015	0.31972029771524313	0.34889214244609323	-3.489324905796394
154	2018-03-25 19:44:20 268000	19:44	0.30751005235654527	0.3056157218919993	0.30656288712427227	0.34885484114521587	-6.418786730238793
155	2018-03-25 19:44:20 627000	19:44	0.34909015153849804	0.3266924804257039	0.337891315982101	0.3537012876607689	-6.340191745909891
156	2018-03-25 19:44:20 988000	19:44	0.33786290925376655	0.3281740563112418	0.3330184827825042	0.3492456847036901	-6.340191745909891
157	2018-03-25 19:44:21 345000	19:44	0.3227141665159068	0.30751005235654527	0.31511210943622603	0.35878178946537526	-4.939215542126192
158	2018-03-25 19:44:21 694000	19:44	0.3333333333333333	0.32739815200758676	0.33036574267046004	0.35343975149692364	-5.640549432156803
159	2018-03-25 19:44:22 051000	19:44	0.3227141665159068	0.3119115999471826	0.3173128832315447	0.3487013369160151	-5.640549432156803
160	2018-03-25 19:44:22 405000	19:44	0.25893398727134126	0.23362355881429978	0.24627877304282053	0.35943798779965436	-5.710593137499643
161	2018-03-25 19:44:22 755000	19:44	0.3325950526188697	0.32268205921650833	0.327638555917689	0.35962885634182895	-4.939215542126192
162	2018-03-25 19:44:23 114000	19:44	0.3325950526188697	0.28986173938695553	0.31122839600291263	0.33776230730791795	-4.939215542126192
163	2018-03-25 19:44:23 475000	19:44	0.35063651636789894	0.33793538685193647	0.3442859516099177	0.3538053386948431	-5.000644597558448
164	2018-03-25 19:44:23 828000	19:44	0.3339791012515797	0.30591577186365393	0.3199474365576168	0.34375186390119145	-5.000644597558448
165	2018-03-25 19:44:24 175000	19:44	0.3227141665159068	0.32268205921650833	0.32269811286620753	0.3641163472922967	-5.640549432156803
166	2018-03-25 19:44:24 530000	19:44	0.3182442593724901	0.2748071948233682	0.2965257270979291	0.3492438795643832	-5.000644597558448
167	2018-03-25 19:44:24 875000	19:44	0.29106449035988546	0.2748071948233682	0.28293584259162685	0.36532175250095106	-4.184916125118406
168	2018-03-25 19:44:25 226000	19:44	0.33873707089402166	0.328193387942297	0.33346522941815937	0.36944000121576787	-4.236394799058814
169	2018-03-25 19:44:25 579000	19:44	0.33953984742010324	0.3281740563112418	0.33385695186567255	0.3487013369160151	-4.939215542126192
170	2018-03-25 19:44:25 928000	19:44	0.33873707089402166	0.3126692197175142	0.32570314530576794	0.3635727621116676	-4.236394799058814
171	2018-03-25 19:44:26 283000	19:44	0.3342538911019798	0.30661859701641553	0.3204362440591977	0.35350183927983475	-4.236394799058814
172	2018-03-25 19:44:26 630000	19:44	0.3164908872100655	0.30025658850363857	0.30837373785685207	0.3543484633156435	-3.489324905796394
173	2018-03-25 19:44:26 987000	19:44	0.22543088553273036	0.19647184944552484	0.2109513674891276	0.35980325591886364	-4.573921259900857
174	2018-03-25 19:44:27 344000	19:44	0.26651864186110785	0.25886349545339626	0.26269106865725206	0.34893234454763267	-3.532294583890888
175	2018-03-25 19:44:27 689000	19:44	0.33480990017677464	0.3227141665159068	0.3287620333463407	0.3437402178814004	-4.236394799058814
176	2018-03-25 19:44:28 052000	19:44	0.3168863411345821	0.30581582049033396	0.311351080812458	0.3587775293573832	-4.289153328819026
177	2018-03-25 19:44:28 414000	19:44	0.31771576037613714	0.3167947192294812	0.3172552398028092	0.3593292584431819	-4.236394799058814
178	2018-03-25 19:44:28 770000	19:44	0.3164908872100655	0.3067072758304637	0.3115990815202646	0.35863189977638343	-3.532294583890888
179	2018-03-25 19:44:29 126000	19:44	0.33480990017677464	0.3235169430419884	0.3291634216093815	0.3593226216297152	-4.236394799058814
180	2018-03-25 19:44:29 470000	19:44	0.21785113019775793	0.19264302219910798	0.20524707619843297	0.35931936499275735	-5.262395399595107
181	2018-03-25 19:44:29 811000	19:44	0.3062922931041015	0.32353295673466015	0.3149126249193808	0.35443056574435705	-3.532294583890888
182	2018-03-25 19:44:30 159000	19:44	0.32338509066324017	0.328193387942297	0.3257892393027686	0.3590885198908471	-3.532294583890888
183	2018-03-25 19:44:30 516000	19:44	0.33480990017677464	0.3235169430419884	0.3291634216093815	0.35918918264235555	-4.289153328819026
184	2018-03-25 19:44:30 861000	19:44	0.3182442593724901	0.3219113899898252	0.32007782468115764	0.3698445067764631	-3.532294583890888
185	2018-03-25 19:44:31 206000	19:44	0.3062922931041015	0.2882848393627175	0.2972885662334095	0.3483387948001943	-4.184916125118406
186	2018-03-25 19:44:31 563000	19:44	0.2345177968644246	0.22394296451119466	0.22923038068780963	0.35932599903073703	-3.814074834290352
187	2018-03-25 19:44:31 909000	19:44	0.24260461744595646	0.218389574439368	0.2304970959426622	0.3642138863084412	-4.45560283332631
188	2018-03-25 19:44:32 267000	19:44	0.3232169673918494	0.3388097360153981	0.3310133517036238	0.35973947597276473	-4.236394799058814
189	2018-03-25 19:44:32 628000	19:44	0.33314830232638476	0.32188135437523807	0.3275148283508114	0.3585295702436397	-4.87927378300671
190	2018-03-25 19:44:32 986000	19:44	0.3164908872100655	0.32739815200758676	0.32194451960882614	0.35380974912942204	-4.184916125118406
191	2018-03-25 19:44:33 330000	19:44	0.31312645011491014	0.3235169430419884	0.3183216965784493	0.34875383233566504	-4.236394799058814
192	2018-03-25 19:44:33 672000	19:44	0.349805717442704	0.3388097360153981	0.3443077267290511	0.3645028088658518	-3.532294583890888
193	2018-03-25 19:44:34 017000	19:44	0.3232169673918494	0.3126692197175142	0.3179430935546818	0.35427457773073334	-3.489324905796394
194	2018-03-25 19:44:34 358000	19:44	0.33342447186042473	0.2971605667359775	0.3152925192982011	0.3648238875268559	-3.532294583890888
195	2018-03-25 19:44:34 703000	19:44	0.24123593087845216	0.193714622498081	0.21747527668826658	0.38030614753196784	-4.45560283332631
196	2018-03-25 19:44:35 051000	19:44	0.35063651636789894	0.3227141665159068	0.33667534144190286	0.380856733486485	-3.532294583890888
197	2018-03-25 19:44:35 410000	19:44	0.3658545578807566	0.3430805738534929	0.35446756586712475	0.36972007826767317	-3.532294583890888
198	2018-03-25 19:44:35 770000	19:44	0.3167947192294812	0.3393376143973284	0.32806616681340484	0.35918485253998456	-3.5763343749973444
199	2018-03-25 19:44:36 148000	19:44	0.30087052525136254	0.2915031616711022	0.29618684346123236	0.3543432412667156	-2.862405226111747
200	2018-03-25 19:44:36 520000	19:44	0.2512690680690263	0.20397504898200727	0.2276220585255168	0.38061903246107265	-3.7640348649057103
201	2018-03-25 19:44:36 883000	19:44	0.33314830232638476	0.3227141665159068	0.3279312344211458	0.3645132290905295	-4.939215542126192
202	2018-03-25 19:44:37 246000	19:44	0.3388097360153981	0.30718513736536446	0.3229974366903813	0.3537773078015503	-3.532294583890888
203	2018-03-25 19:44:37 604000	19:44	0.3227141665159068	0.3281740563112418	0.3254441114135743	0.35378819741917866	-6.2634906143345574
204	2018-03-25 19:44:37 959000	19:44	0.34997914774472527	0.33205723713484164	0.3410181924397835	0.3655083739150726	-6.2634906143345574
205	2018-03-25 19:44:38 319000	19:44	0.3067072758304637	0.3224124830562595	0.3145598794433616	0.32783380385614647	-6.340191745909891
206	2018-03-25 19:44:38 682000	19:44	0.30751005235654527	0.29075089419334005	0.2991304732749427	0.3430845192109232	-5.640549432156803
207	2018-03-25 19:44:39 037000	19:44	0.25853118590648133	0.24097163364718838	0.24975140977683485	0.3441463227336258	-5.12819104185283
